ItemCode,ItemName,ForeignName,ItemsGroupCode,ItemType,PurchaseItem,SalesItem,InventoryItem,ShipType,ManageSerialNumbers,ManageBatchNumbers,IsPhantom,ItemClass,MaterialType,NCMCode,ProductSource,PurchaseUnit,PurchaseItemsPerUnit,SalesUnit,SalesItemsPerUnit,InventoryUOM,MinInventory,MaxInventory,PlanningSystem,ProcurementMethod,OrderMultiple,MinOrderQuantity,LeadTime,User_Text
ItemCode,ItemName,FrgnName,ItmsGrpCod,ItemType,PrchseItem,SellItem,InvntItem,ShipType,ManSerNum,ManBtchNum,Phantom,ItemClass,MatType,NCMCode,ProductSrc,BuyUnitMsr,NumInBuy,SalUnitMsr,NumInSale,InvntryUom,MinLevel,MaxLevel,PlaningSys,PrcrmntMtd,OrdrMulti,MinOrdrQty,LeadTime,UserText
